0.00E+00,0.00E+00,0.00E+00,6.12E-17,0.00E+00,0.00E+00,0.00E+00
8.02E-20,0.00E+00,0.00E+00,-1.84E-01,6.12E-17,0.00E+00,0.00E+00
-2.41E-04,8.02E-20,0.00E+00,-3.61E-01,-1.84E-01,6.12E-17,0.00E+00
-1.80E-03,-2.41E-04,8.02E-20,-5.26E-01,-3.61E-01,-1.84E-01,6.12E-17
-6.87E-03,-1.80E-03,-2.41E-04,-6.74E-01,-5.26E-01,-3.61E-01,-1.84E-01
-1.82E-02,-6.87E-03,-1.80E-03,-7.98E-01,-6.74E-01,-5.26E-01,-3.61E-01
-3.86E-02,-1.82E-02,-6.87E-03,-8.95E-01,-7.98E-01,-6.74E-01,-5.26E-01
-7.02E-02,-3.86E-02,-1.82E-02,-9.62E-01,-8.95E-01,-7.98E-01,-6.74E-01
-1.14E-01,-7.02E-02,-3.86E-02,-9.96E-01,-9.62E-01,-8.95E-01,-7.98E-01
-1.71E-01,-1.14E-01,-7.02E-02,-9.96E-01,-9.96E-01,-9.62E-01,-8.95E-01
-2.39E-01,-1.71E-01,-1.14E-01,-9.62E-01,-9.96E-01,-9.96E-01,-9.62E-01
-3.16E-01,-2.39E-01,-1.71E-01,-8.95E-01,-9.62E-01,-9.96E-01,-9.96E-01
-3.99E-01,-3.16E-01,-2.39E-01,-7.98E-01,-8.95E-01,-9.62E-01,-9.96E-01
-4.85E-01,-3.99E-01,-3.16E-01,-6.74E-01,-7.98E-01,-8.95E-01,-9.62E-01
-5.69E-01,-4.85E-01,-3.99E-01,-5.26E-01,-6.74E-01,-7.98E-01,-8.95E-01
-6.47E-01,-5.69E-01,-4.85E-01,-3.61E-01,-5.26E-01,-6.74E-01,-7.98E-01
-7.13E-01,-6.47E-01,-5.69E-01,-1.84E-01,-3.61E-01,-5.26E-01,-6.74E-01
-7.64E-01,-7.13E-01,-6.47E-01,-1.84E-16,-1.84E-01,-3.61E-01,-5.26E-01
-7.96E-01,-7.64E-01,-7.13E-01,1.84E-01,-1.84E-16,-1.84E-01,-3.61E-01
-8.07E-01,-7.96E-01,-7.64E-01,3.61E-01,1.84E-01,-1.84E-16,-1.84E-01
-7.93E-01,-8.07E-01,-7.96E-01,5.26E-01,3.61E-01,1.84E-01,-1.84E-16
-7.54E-01,-7.93E-01,-8.07E-01,6.74E-01,5.26E-01,3.61E-01,1.84E-01
-6.91E-01,-7.54E-01,-7.93E-01,7.98E-01,6.74E-01,5.26E-01,3.61E-01
-6.04E-01,-6.91E-01,-7.54E-01,8.95E-01,7.98E-01,6.74E-01,5.26E-01
-4.95E-01,-6.04E-01,-6.91E-01,9.62E-01,8.95E-01,7.98E-01,6.74E-01
-3.69E-01,-4.95E-01,-6.04E-01,9.96E-01,9.62E-01,8.95E-01,7.98E-01
-2.27E-01,-3.69E-01,-4.95E-01,9.96E-01,9.96E-01,9.62E-01,8.95E-01
-7.63E-02,-2.27E-01,-3.69E-01,9.62E-01,9.96E-01,9.96E-01,9.62E-01
7.93E-02,-7.63E-02,-2.27E-01,8.95E-01,9.62E-01,9.96E-01,9.96E-01
2.34E-01,7.93E-02,-7.63E-02,7.98E-01,8.95E-01,9.62E-01,9.96E-01
3.83E-01,2.34E-01,7.93E-02,6.74E-01,7.98E-01,8.95E-01,9.62E-01
5.20E-01,3.83E-01,2.34E-01,5.26E-01,6.74E-01,7.98E-01,8.95E-01
6.41E-01,5.20E-01,3.83E-01,3.61E-01,5.26E-01,6.74E-01,7.98E-01
7.41E-01,6.41E-01,5.20E-01,1.84E-01,3.61E-01,5.26E-01,6.74E-01
8.17E-01,7.41E-01,6.41E-01,3.06E-16,1.84E-01,3.61E-01,5.26E-01
8.66E-01,8.17E-01,7.41E-01,-1.84E-01,3.06E-16,1.84E-01,3.61E-01
8.85E-01,8.66E-01,8.17E-01,-3.61E-01,-1.84E-01,3.06E-16,1.84E-01
8.74E-01,8.85E-01,8.66E-01,-5.26E-01,-3.61E-01,-1.84E-01,3.06E-16
8.34E-01,8.74E-01,8.85E-01,-6.74E-01,-5.26E-01,-3.61E-01,-1.84E-01
7.65E-01,8.34E-01,8.74E-01,-7.98E-01,-6.74E-01,-5.26E-01,-3.61E-01
6.69E-01,7.65E-01,8.34E-01,-8.95E-01,-7.98E-01,-6.74E-01,-5.26E-01
5.51E-01,6.69E-01,7.65E-01,-9.62E-01,-8.95E-01,-7.98E-01,-6.74E-01
4.13E-01,5.51E-01,6.69E-01,-9.96E-01,-9.62E-01,-8.95E-01,-7.98E-01
2.61E-01,4.13E-01,5.51E-01,-9.96E-01,-9.96E-01,-9.62E-01,-8.95E-01
9.99E-02,2.61E-01,4.13E-01,-9.62E-01,-9.96E-01,-9.96E-01,-9.62E-01
-6.50E-02,9.99E-02,2.61E-01,-8.95E-01,-9.62E-01,-9.96E-01,-9.96E-01
-2.28E-01,-6.50E-02,9.99E-02,-7.98E-01,-8.95E-01,-9.62E-01,-9.96E-01
-3.84E-01,-2.28E-01,-6.50E-02,-6.74E-01,-7.98E-01,-8.95E-01,-9.62E-01
-5.26E-01,-3.84E-01,-2.28E-01,-5.26E-01,-6.74E-01,-7.98E-01,-8.95E-01
-6.51E-01,-5.26E-01,-3.84E-01,-3.61E-01,-5.26E-01,-6.74E-01,-7.98E-01
-7.54E-01,-6.51E-01,-5.26E-01,-1.84E-01,-3.61E-01,-5.26E-01,-6.74E-01
-8.31E-01,-7.54E-01,-6.51E-01,-4.29E-16,-1.84E-01,-3.61E-01,-5.26E-01
-8.80E-01,-8.31E-01,-7.54E-01,1.84E-01,-4.29E-16,-1.84E-01,-3.61E-01
-8.99E-01,-8.80E-01,-8.31E-01,3.61E-01,1.84E-01,-4.29E-16,-1.84E-01
-8.87E-01,-8.99E-01,-8.80E-01,5.26E-01,3.61E-01,1.84E-01,-4.29E-16
-8.45E-01,-8.87E-01,-8.99E-01,6.74E-01,5.26E-01,3.61E-01,1.84E-01
-7.75E-01,-8.45E-01,-8.87E-01,7.98E-01,6.74E-01,5.26E-01,3.61E-01
-6.78E-01,-7.75E-01,-8.45E-01,8.95E-01,7.98E-01,6.74E-01,5.26E-01
-5.57E-01,-6.78E-01,-7.75E-01,9.62E-01,8.95E-01,7.98E-01,6.74E-01
-4.18E-01,-5.57E-01,-6.78E-01,9.96E-01,9.62E-01,8.95E-01,7.98E-01
-2.64E-01,-4.18E-01,-5.57E-01,9.96E-01,9.96E-01,9.62E-01,8.95E-01
-1.02E-01,-2.64E-01,-4.18E-01,9.62E-01,9.96E-01,9.96E-01,9.62E-01
6.47E-02,-1.02E-01,-2.64E-01,8.95E-01,9.62E-01,9.96E-01,9.96E-01
2.29E-01,6.47E-02,-1.02E-01,7.98E-01,8.95E-01,9.62E-01,9.96E-01
3.85E-01,2.29E-01,6.47E-02,6.74E-01,7.98E-01,8.95E-01,9.62E-01
5.28E-01,3.85E-01,2.29E-01,5.26E-01,6.74E-01,7.98E-01,8.95E-01
6.53E-01,5.28E-01,3.85E-01,3.61E-01,5.26E-01,6.74E-01,7.98E-01
7.56E-01,6.53E-01,5.28E-01,1.84E-01,3.61E-01,5.26E-01,6.74E-01
8.33E-01,7.56E-01,6.53E-01,5.51E-16,1.84E-01,3.61E-01,5.26E-01
8.82E-01,8.33E-01,7.56E-01,-1.84E-01,5.51E-16,1.84E-01,3.61E-01
9.01E-01,8.82E-01,8.33E-01,-3.61E-01,-1.84E-01,5.51E-16,1.84E-01
8.89E-01,9.01E-01,8.82E-01,-5.26E-01,-3.61E-01,-1.84E-01,5.51E-16
8.47E-01,8.89E-01,9.01E-01,-6.74E-01,-5.26E-01,-3.61E-01,-1.84E-01
7.76E-01,8.47E-01,8.89E-01,-7.98E-01,-6.74E-01,-5.26E-01,-3.61E-01
6.78E-01,7.76E-01,8.47E-01,-8.95E-01,-7.98E-01,-6.74E-01,-5.26E-01
5.58E-01,6.78E-01,7.76E-01,-9.62E-01,-8.95E-01,-7.98E-01,-6.74E-01
4.18E-01,5.58E-01,6.78E-01,-9.96E-01,-9.62E-01,-8.95E-01,-7.98E-01
2.64E-01,4.18E-01,5.58E-01,-9.96E-01,-9.96E-01,-9.62E-01,-8.95E-01
1.01E-01,2.64E-01,4.18E-01,-9.62E-01,-9.96E-01,-9.96E-01,-9.62E-01
-6.49E-02,1.01E-01,2.64E-01,-8.95E-01,-9.62E-01,-9.96E-01,-9.96E-01
-2.29E-01,-6.49E-02,1.01E-01,-7.98E-01,-8.95E-01,-9.62E-01,-9.96E-01
-3.85E-01,-2.29E-01,-6.49E-02,-6.74E-01,-7.98E-01,-8.95E-01,-9.62E-01
-5.29E-01,-3.85E-01,-2.29E-01,-5.26E-01,-6.74E-01,-7.98E-01,-8.95E-01
-6.54E-01,-5.29E-01,-3.85E-01,-3.61E-01,-5.26E-01,-6.74E-01,-7.98E-01
-7.57E-01,-6.54E-01,-5.29E-01,-1.84E-01,-3.61E-01,-5.26E-01,-6.74E-01
-8.34E-01,-7.57E-01,-6.54E-01,-2.45E-15,-1.84E-01,-3.61E-01,-5.26E-01
-8.83E-01,-8.34E-01,-7.57E-01,1.84E-01,-2.45E-15,-1.84E-01,-3.61E-01
-9.01E-01,-8.83E-01,-8.34E-01,3.61E-01,1.84E-01,-2.45E-15,-1.84E-01
-8.89E-01,-9.01E-01,-8.83E-01,5.26E-01,3.61E-01,1.84E-01,-2.45E-15
-8.47E-01,-8.89E-01,-9.01E-01,6.74E-01,5.26E-01,3.61E-01,1.84E-01
-7.76E-01,-8.47E-01,-8.89E-01,7.98E-01,6.74E-01,5.26E-01,3.61E-01
-6.78E-01,-7.76E-01,-8.47E-01,8.95E-01,7.98E-01,6.74E-01,5.26E-01
-5.58E-01,-6.78E-01,-7.76E-01,9.62E-01,8.95E-01,7.98E-01,6.74E-01
-4.18E-01,-5.58E-01,-6.78E-01,9.96E-01,9.62E-01,8.95E-01,7.98E-01
-2.64E-01,-4.18E-01,-5.58E-01,9.96E-01,9.96E-01,9.62E-01,8.95E-01
-1.01E-01,-2.64E-01,-4.18E-01,9.62E-01,9.96E-01,9.96E-01,9.62E-01
6.49E-02,-1.01E-01,-2.64E-01,8.95E-01,9.62E-01,9.96E-01,9.96E-01
2.29E-01,6.49E-02,-1.01E-01,7.98E-01,8.95E-01,9.62E-01,9.96E-01
3.85E-01,2.29E-01,6.49E-02,6.74E-01,7.98E-01,8.95E-01,9.62E-01
5.29E-01,3.85E-01,2.29E-01,5.26E-01,6.74E-01,7.98E-01,8.95E-01
6.54E-01,5.29E-01,3.85E-01,3.61E-01,5.26E-01,6.74E-01,7.98E-01
7.57E-01,6.54E-01,5.29E-01,1.84E-01,3.61E-01,5.26E-01,6.74E-01
8.34E-01,7.57E-01,6.54E-01,-9.80E-16,1.84E-01,3.61E-01,5.26E-01
8.83E-01,8.34E-01,7.57E-01,-1.84E-01,-9.80E-16,1.84E-01,3.61E-01
9.01E-01,8.83E-01,8.34E-01,-3.61E-01,-1.84E-01,-9.80E-16,1.84E-01
8.89E-01,9.01E-01,8.83E-01,-5.26E-01,-3.61E-01,-1.84E-01,-9.80E-16
8.47E-01,8.89E-01,9.01E-01,-6.74E-01,-5.26E-01,-3.61E-01,-1.84E-01
7.76E-01,8.47E-01,8.89E-01,-7.98E-01,-6.74E-01,-5.26E-01,-3.61E-01
6.78E-01,7.76E-01,8.47E-01,-8.95E-01,-7.98E-01,-6.74E-01,-5.26E-01
5.58E-01,6.78E-01,7.76E-01,-9.62E-01,-8.95E-01,-7.98E-01,-6.74E-01
4.18E-01,5.58E-01,6.78E-01,-9.96E-01,-9.62E-01,-8.95E-01,-7.98E-01
2.64E-01,4.18E-01,5.58E-01,-9.96E-01,-9.96E-01,-9.62E-01,-8.95E-01
1.01E-01,2.64E-01,4.18E-01,-9.62E-01,-9.96E-01,-9.96E-01,-9.62E-01
-6.49E-02,1.01E-01,2.64E-01,-8.95E-01,-9.62E-01,-9.96E-01,-9.96E-01
-2.29E-01,-6.49E-02,1.01E-01,-7.98E-01,-8.95E-01,-9.62E-01,-9.96E-01
-3.85E-01,-2.29E-01,-6.49E-02,-6.74E-01,-7.98E-01,-8.95E-01,-9.62E-01
-5.29E-01,-3.85E-01,-2.29E-01,-5.26E-01,-6.74E-01,-7.98E-01,-8.95E-01
-6.54E-01,-5.29E-01,-3.85E-01,-3.61E-01,-5.26E-01,-6.74E-01,-7.98E-01
-7.57E-01,-6.54E-01,-5.29E-01,-1.84E-01,-3.61E-01,-5.26E-01,-6.74E-01
-8.34E-01,-7.57E-01,-6.54E-01,-2.69E-15,-1.84E-01,-3.61E-01,-5.26E-01
-8.83E-01,-8.34E-01,-7.57E-01,1.84E-01,-2.69E-15,-1.84E-01,-3.61E-01
-9.01E-01,-8.83E-01,-8.34E-01,3.61E-01,1.84E-01,-2.69E-15,-1.84E-01
-8.89E-01,-9.01E-01,-8.83E-01,5.26E-01,3.61E-01,1.84E-01,-2.69E-15
-8.47E-01,-8.89E-01,-9.01E-01,6.74E-01,5.26E-01,3.61E-01,1.84E-01
-7.76E-01,-8.47E-01,-8.89E-01,7.98E-01,6.74E-01,5.26E-01,3.61E-01
-6.78E-01,-7.76E-01,-8.47E-01,8.95E-01,7.98E-01,6.74E-01,5.26E-01
-5.58E-01,-6.78E-01,-7.76E-01,9.62E-01,8.95E-01,7.98E-01,6.74E-01
-4.18E-01,-5.58E-01,-6.78E-01,9.96E-01,9.62E-01,8.95E-01,7.98E-01
-2.64E-01,-4.18E-01,-5.58E-01,9.96E-01,9.96E-01,9.62E-01,8.95E-01
-1.01E-01,-2.64E-01,-4.18E-01,9.62E-01,9.96E-01,9.96E-01,9.62E-01
6.49E-02,-1.01E-01,-2.64E-01,8.95E-01,9.62E-01,9.96E-01,9.96E-01
2.29E-01,6.49E-02,-1.01E-01,7.98E-01,8.95E-01,9.62E-01,9.96E-01
3.85E-01,2.29E-01,6.49E-02,6.74E-01,7.98E-01,8.95E-01,9.62E-01
5.29E-01,3.85E-01,2.29E-01,5.26E-01,6.74E-01,7.98E-01,8.95E-01
6.54E-01,5.29E-01,3.85E-01,3.61E-01,5.26E-01,6.74E-01,7.98E-01
7.57E-01,6.54E-01,5.29E-01,1.84E-01,3.61E-01,5.26E-01,6.74E-01
8.34E-01,7.57E-01,6.54E-01,-7.35E-16,1.84E-01,3.61E-01,5.26E-01
8.83E-01,8.34E-01,7.57E-01,-1.84E-01,-7.35E-16,1.84E-01,3.61E-01
9.01E-01,8.83E-01,8.34E-01,-3.61E-01,-1.84E-01,-7.35E-16,1.84E-01
8.89E-01,9.01E-01,8.83E-01,-5.26E-01,-3.61E-01,-1.84E-01,-7.35E-16
8.47E-01,8.89E-01,9.01E-01,-6.74E-01,-5.26E-01,-3.61E-01,-1.84E-01
7.76E-01,8.47E-01,8.89E-01,-7.98E-01,-6.74E-01,-5.26E-01,-3.61E-01
6.78E-01,7.76E-01,8.47E-01,-8.95E-01,-7.98E-01,-6.74E-01,-5.26E-01
5.58E-01,6.78E-01,7.76E-01,-9.62E-01,-8.95E-01,-7.98E-01,-6.74E-01
4.18E-01,5.58E-01,6.78E-01,-9.96E-01,-9.62E-01,-8.95E-01,-7.98E-01
2.64E-01,4.18E-01,5.58E-01,-9.96E-01,-9.96E-01,-9.62E-01,-8.95E-01
1.01E-01,2.64E-01,4.18E-01,-9.62E-01,-9.96E-01,-9.96E-01,-9.62E-01
-6.49E-02,1.01E-01,2.64E-01,-8.95E-01,-9.62E-01,-9.96E-01,-9.96E-01
-2.29E-01,-6.49E-02,1.01E-01,-7.98E-01,-8.95E-01,-9.62E-01,-9.96E-01
-3.85E-01,-2.29E-01,-6.49E-02,-6.74E-01,-7.98E-01,-8.95E-01,-9.62E-01
-5.29E-01,-3.85E-01,-2.29E-01,-5.26E-01,-6.74E-01,-7.98E-01,-8.95E-01
-6.54E-01,-5.29E-01,-3.85E-01,-3.61E-01,-5.26E-01,-6.74E-01,-7.98E-01
-7.57E-01,-6.54E-01,-5.29E-01,-1.84E-01,-3.61E-01,-5.26E-01,-6.74E-01
-8.34E-01,-7.57E-01,-6.54E-01,-2.94E-15,-1.84E-01,-3.61E-01,-5.26E-01
-8.83E-01,-8.34E-01,-7.57E-01,1.84E-01,-2.94E-15,-1.84E-01,-3.61E-01
-9.01E-01,-8.83E-01,-8.34E-01,3.61E-01,1.84E-01,-2.94E-15,-1.84E-01
-8.89E-01,-9.01E-01,-8.83E-01,5.26E-01,3.61E-01,1.84E-01,-2.94E-15
-8.47E-01,-8.89E-01,-9.01E-01,6.74E-01,5.26E-01,3.61E-01,1.84E-01
-7.76E-01,-8.47E-01,-8.89E-01,7.98E-01,6.74E-01,5.26E-01,3.61E-01
-6.78E-01,-7.76E-01,-8.47E-01,8.95E-01,7.98E-01,6.74E-01,5.26E-01
-5.58E-01,-6.78E-01,-7.76E-01,9.62E-01,8.95E-01,7.98E-01,6.74E-01
-4.18E-01,-5.58E-01,-6.78E-01,9.96E-01,9.62E-01,8.95E-01,7.98E-01
-2.64E-01,-4.18E-01,-5.58E-01,9.96E-01,9.96E-01,9.62E-01,8.95E-01
-1.01E-01,-2.64E-01,-4.18E-01,9.62E-01,9.96E-01,9.96E-01,9.62E-01
6.49E-02,-1.01E-01,-2.64E-01,8.95E-01,9.62E-01,9.96E-01,9.96E-01
2.29E-01,6.49E-02,-1.01E-01,7.98E-01,8.95E-01,9.62E-01,9.96E-01
3.85E-01,2.29E-01,6.49E-02,6.74E-01,7.98E-01,8.95E-01,9.62E-01
5.29E-01,3.85E-01,2.29E-01,5.26E-01,6.74E-01,7.98E-01,8.95E-01
6.54E-01,5.29E-01,3.85E-01,3.61E-01,5.26E-01,6.74E-01,7.98E-01
7.57E-01,6.54E-01,5.29E-01,1.84E-01,3.61E-01,5.26E-01,6.74E-01
8.34E-01,7.57E-01,6.54E-01,-4.90E-16,1.84E-01,3.61E-01,5.26E-01
8.83E-01,8.34E-01,7.57E-01,-1.84E-01,-4.90E-16,1.84E-01,3.61E-01
9.01E-01,8.83E-01,8.34E-01,-3.61E-01,-1.84E-01,-4.90E-16,1.84E-01
8.89E-01,9.01E-01,8.83E-01,-5.26E-01,-3.61E-01,-1.84E-01,-4.90E-16
8.47E-01,8.89E-01,9.01E-01,-6.74E-01,-5.26E-01,-3.61E-01,-1.84E-01
7.76E-01,8.47E-01,8.89E-01,-7.98E-01,-6.74E-01,-5.26E-01,-3.61E-01
6.78E-01,7.76E-01,8.47E-01,-8.95E-01,-7.98E-01,-6.74E-01,-5.26E-01
5.58E-01,6.78E-01,7.76E-01,-9.62E-01,-8.95E-01,-7.98E-01,-6.74E-01
4.18E-01,5.58E-01,6.78E-01,-9.96E-01,-9.62E-01,-8.95E-01,-7.98E-01
2.64E-01,4.18E-01,5.58E-01,-9.96E-01,-9.96E-01,-9.62E-01,-8.95E-01
1.01E-01,2.64E-01,4.18E-01,-9.62E-01,-9.96E-01,-9.96E-01,-9.62E-01
-6.49E-02,1.01E-01,2.64E-01,-8.95E-01,-9.62E-01,-9.96E-01,-9.96E-01
-2.29E-01,-6.49E-02,1.01E-01,-7.98E-01,-8.95E-01,-9.62E-01,-9.96E-01
-3.85E-01,-2.29E-01,-6.49E-02,-6.74E-01,-7.98E-01,-8.95E-01,-9.62E-01
-5.29E-01,-3.85E-01,-2.29E-01,-5.26E-01,-6.74E-01,-7.98E-01,-8.95E-01
-6.54E-01,-5.29E-01,-3.85E-01,-3.61E-01,-5.26E-01,-6.74E-01,-7.98E-01
-7.57E-01,-6.54E-01,-5.29E-01,-1.84E-01,-3.61E-01,-5.26E-01,-6.74E-01
-8.34E-01,-7.57E-01,-6.54E-01,3.92E-15,-1.84E-01,-3.61E-01,-5.26E-01
-8.83E-01,-8.34E-01,-7.57E-01,1.84E-01,3.92E-15,-1.84E-01,-3.61E-01
-9.01E-01,-8.83E-01,-8.34E-01,3.61E-01,1.84E-01,3.92E-15,-1.84E-01
-8.89E-01,-9.01E-01,-8.83E-01,5.26E-01,3.61E-01,1.84E-01,3.92E-15
-8.47E-01,-8.89E-01,-9.01E-01,6.74E-01,5.26E-01,3.61E-01,1.84E-01
-7.76E-01,-8.47E-01,-8.89E-01,7.98E-01,6.74E-01,5.26E-01,3.61E-01
-6.78E-01,-7.76E-01,-8.47E-01,8.95E-01,7.98E-01,6.74E-01,5.26E-01
-5.58E-01,-6.78E-01,-7.76E-01,9.62E-01,8.95E-01,7.98E-01,6.74E-01
-4.18E-01,-5.58E-01,-6.78E-01,9.96E-01,9.62E-01,8.95E-01,7.98E-01
-2.64E-01,-4.18E-01,-5.58E-01,9.96E-01,9.96E-01,9.62E-01,8.95E-01
-1.01E-01,-2.64E-01,-4.18E-01,9.62E-01,9.96E-01,9.96E-01,9.62E-01
6.49E-02,-1.01E-01,-2.64E-01,8.95E-01,9.62E-01,9.96E-01,9.96E-01
